"","estrato1","sex","age","p6240","p6426","ina","maxEducLevel","ocu","dsi","y_total_m_ha"
"1033",2,0,63,1,2,NA,7,1,0,2488.88891601562
"1034",2,1,32,1,2,NA,7,1,0,3500
"1037",2,1,29,1,12,NA,7,1,0,972.222229003906
"1039",3,1,52,1,13,NA,6,1,0,3888.88891601562
"1040",3,0,48,1,18,NA,6,1,0,7259.25927734375
"1041",3,0,30,4,6,NA,7,1,0,12468.75
"1043",3,1,23,1,36,NA,6,1,0,4212.962890625
"1045",2,0,32,1,8,NA,7,1,0,3888.88891601562
"1046",2,0,41,1,120,NA,6,1,0,NA
"1047",2,1,44,1,24,NA,6,1,0,NA
"1048",2,1,22,1,24,NA,6,1,0,NA
"1051",2,1,54,1,156,NA,5,1,0,6269.8935546875
"1052",2,0,47,1,12,NA,5,1,0,4290.0458984375
"1054",5,1,50,1,16,NA,7,1,0,59393.9375
"1055",5,0,50,1,3,NA,7,1,0,10000
"1057",5,0,42,1,180,NA,7,1,0,12881.9443359375
"1059",2,1,40,6,13,NA,6,1,0,4435.87890625
"1060",2,0,47,1,144,NA,7,1,0,NA
"1064",2,1,39,4,11,NA,7,1,0,18333.333984375
"1065",2,0,24,1,7,NA,7,1,0,4679.986328125
"1066",2,1,24,1,48,NA,6,1,0,4294.0966796875
"1071",2,0,54,4,10,NA,6,1,0,3733.33325195312
"1076",2,1,24,1,18,NA,7,1,0,4289.12109375
"1078",2,1,25,1,12,NA,6,1,0,4430.09326171875
"1079",2,0,23,1,1,NA,7,1,0,2074.07397460938
"1080",2,1,60,1,60,NA,5,1,0,3888.88891601562
"1081",2,0,56,1,120,NA,4,1,0,4083.33325195312
"1084",3,1,41,1,36,NA,7,1,0,NA
"1085",3,0,39,4,12,NA,7,1,0,NA
"1086",3,1,54,1,240,NA,7,1,0,NA
"1087",3,0,54,6,25,NA,7,1,0,NA
"1090",3,1,40,1,30,NA,7,1,0,9040.5390625
"1091",3,0,40,1,60,NA,7,1,0,37916.66796875
"1092",3,1,51,1,1,NA,7,1,0,9041.6669921875
"1093",3,1,50,6,9,NA,3,1,0,NA
"1096",3,1,29,1,10,NA,7,1,0,12760.4169921875
"1097",3,1,48,6,256,NA,7,1,0,11059.02734375
"1098",2,0,35,1,120,NA,7,1,0,5204.62939453125
"1101",2,0,43,1,1,NA,6,1,0,4414.81396484375
"1102",2,0,20,1,7,NA,6,1,0,4111.8046875
"1106",3,1,30,1,18,NA,6,1,0,4666.66650390625
"1107",3,0,30,1,36,NA,6,1,0,5006.9443359375
"1108",3,0,33,2,0,NA,6,1,0,1166.66662597656
"1118",2,1,34,1,180,NA,6,1,0,3111.11108398438
"1119",2,0,35,1,120,NA,4,1,0,3500
"1127",3,1,41,1,120,NA,6,1,0,8750
"1128",3,0,36,1,6,NA,6,1,0,1750
"1129",3,0,64,1,120,NA,6,1,0,3888.88891601562
"1130",3,1,37,4,84,NA,7,1,0,NA
"1134",2,1,46,1,240,NA,5,1,0,NA
"1137",2,0,29,6,12,NA,3,1,0,3888.88891601562
"1138",2,1,29,1,24,NA,1,1,0,3535.353515625
"1140",2,1,21,1,1,NA,4,1,0,5833.33349609375
"1142",3,1,41,1,24,NA,7,1,0,7129.6298828125
"1143",3,0,40,1,36,NA,6,1,0,6940.76416015625
"1144",3,1,21,1,6,NA,7,1,0,7169.01123046875
"1145",3,0,20,1,6,NA,6,1,0,3990.27709960938
"1146",2,1,49,6,96,NA,5,1,0,4375
"1148",3,0,43,1,250,NA,7,1,0,8223.3798828125
"1149",3,1,21,6,15,NA,6,1,0,5671.2958984375
"1150",4,1,56,6,300,NA,7,1,0,18666.666015625
"1154",4,1,60,1,420,NA,7,1,0,14583.3330078125
"1155",4,0,53,1,324,NA,7,1,0,68622.6796875
"1156",4,1,26,1,124,NA,6,1,0,4124.08740234375
"1157",4,0,29,1,58,NA,7,1,0,7250.34716796875
"1158",2,0,30,1,12,NA,6,1,0,3431.37255859375
"1161",1,0,35,4,1,NA,6,1,0,5833.33349609375
"1165",2,1,43,1,300,NA,6,1,0,20740.740234375
"1166",2,0,37,1,144,NA,7,1,0,5952.30126953125
"1168",3,1,26,1,10,NA,7,1,0,25925.92578125
"1169",3,0,26,1,1,NA,7,1,0,13755.81640625
"1172",1,1,40,1,36,NA,4,1,0,2800
"1173",2,0,42,1,96,NA,6,1,0,5486.65185546875
"1174",2,0,24,1,7,NA,7,1,0,6111.111328125
"1177",3,1,31,1,48,NA,6,1,0,1037.03698730469
"1178",3,0,31,1,48,NA,6,1,0,4234.22265625
"1179",1,1,25,1,2,NA,7,1,0,2832.85668945312
"1180",1,0,32,1,1,NA,7,1,0,2592.59252929688
"1182",3,1,63,6,6,NA,5,1,0,5266.2041015625
"1184",3,0,33,1,13,NA,6,1,0,6481.4814453125
"1186",3,1,58,1,180,NA,4,1,0,3888.88891601562
"1187",3,1,38,1,36,NA,5,1,0,3772.22216796875
"1188",3,0,56,1,12,NA,4,1,0,3888.88891601562
"1189",3,0,32,1,36,NA,7,1,0,4666.66650390625
"1190",3,0,30,1,72,NA,7,1,0,15798.611328125
"1192",1,1,27,1,24,NA,6,1,0,4187.34033203125
"1193",1,0,24,1,12,NA,6,1,0,1372.54907226562
"1195",1,1,37,1,24,NA,6,1,0,2916.66674804688
"1196",1,0,34,4,24,NA,6,1,0,NA
"1201",3,1,30,1,9,NA,6,1,0,6666.66650390625
"1202",3,0,24,6,9,NA,6,1,0,NA
"1205",3,0,43,6,12,NA,7,1,0,NA
"1206",3,1,38,1,3,NA,7,1,0,NA
"1208",3,1,30,1,96,NA,7,1,0,17888.888671875
"1209",3,1,57,1,30,NA,5,1,0,3812.55200195312
"1210",3,0,21,1,4,NA,7,1,0,4303.34912109375
"1212",3,1,48,1,60,NA,7,1,0,11707.17578125
"1213",3,0,40,6,85,NA,7,1,0,10005.787109375
"1215",3,0,25,6,5,NA,7,1,0,9625
"1216",3,1,63,1,60,NA,7,1,0,NA
"1217",3,0,56,1,72,NA,7,1,0,NA
"1218",3,1,30,1,60,NA,7,1,0,NA
"1222",2,1,58,1,3,NA,4,1,0,3888.88891601562
"1223",2,0,27,1,2,NA,7,1,0,5097.76318359375
"1224",2,0,23,1,42,NA,7,1,0,3122.97924804688
"1226",3,0,60,4,96,NA,7,1,0,NA
"1228",2,1,47,6,5,NA,4,1,0,3733.33325195312
"1230",2,1,21,1,1,NA,6,1,0,3442.67944335938
"1232",2,0,45,1,9,NA,5,1,0,3830.666015625
"1235",2,1,36,1,30,NA,7,1,0,4899.06005859375
"1236",2,0,36,1,2,NA,7,1,0,NA
"1239",2,1,65,6,24,NA,4,1,0,2722.22216796875
"1241",2,0,55,1,156,NA,5,1,0,2292.63720703125
"1242",2,0,37,1,48,NA,6,1,0,4289.12109375
"1243",2,1,26,1,11,NA,6,1,0,NA
"1245",3,1,56,1,96,NA,6,1,0,NA
"1251",3,1,25,1,24,NA,7,1,0,6400.46337890625
"1252",3,0,24,1,12,NA,7,1,0,11645.6005859375
"1253",3,0,34,1,60,NA,6,1,0,6001.37255859375
"1255",2,0,55,6,36,NA,6,1,0,1396.01135253906
"1260",2,0,47,1,144,NA,5,1,0,3888.88891601562
"1261",2,1,54,6,192,NA,4,1,0,3884.96801757812
"1264",3,1,22,6,4,NA,6,1,0,3888.88891601562
"1265",3,0,43,6,2,NA,7,1,0,5600
"1270",3,1,59,6,360,NA,7,1,0,24305.5546875
"1271",1,0,58,6,24,NA,4,1,0,NA
"1272",1,1,61,1,24,NA,4,1,0,1296.29626464844
"1276",1,1,24,1,48,NA,6,1,0,4320.98779296875
"1282",1,0,23,1,36,NA,7,1,0,3889.94384765625
"1283",1,0,49,4,7,NA,4,1,0,666.666687011719
"1285",1,1,55,1,60,NA,6,1,0,2777.77783203125
"1286",1,0,47,4,60,NA,6,1,0,NA
"1288",1,1,50,1,12,NA,6,1,0,5705.07958984375
"1289",1,0,24,1,50,NA,6,1,0,3402.77783203125
"1290",1,1,23,6,10,NA,3,1,0,4685.208984375
"1293",2,1,21,1,12,NA,5,1,0,NA
"1295",2,1,72,1,60,NA,3,1,0,1750
"1296",2,0,19,4,12,NA,5,1,0,1166.66662597656
"1297",2,1,52,1,360,NA,3,1,0,NA
"1298",1,1,46,1,6,NA,5,1,0,3962.77783203125
"1300",1,1,23,1,9,NA,6,1,0,2243.58984375
"1301",3,1,54,1,60,NA,7,1,0,8750
"1303",3,0,50,1,240,NA,7,1,0,32018.51953125
"1305",3,0,25,1,3,NA,7,1,0,3456.7900390625
"1306",3,0,27,1,24,NA,7,1,0,8830.0791015625
"1310",3,1,55,1,240,NA,5,1,0,1847.22216796875
"1312",3,1,40,1,2,NA,7,1,0,NA
"1313",3,0,42,1,123,NA,7,1,0,NA
"1315",3,1,51,1,120,NA,7,1,0,NA
"1316",2,0,46,1,48,NA,3,1,0,3299.41381835938
"1317",2,1,48,1,48,NA,4,1,0,7077.77734375
"1318",5,0,51,1,300,NA,7,1,0,75833.3359375
"1320",5,0,28,1,1,NA,7,1,0,4375
"1321",5,1,32,1,96,NA,4,1,0,4289.12109375
"1324",5,0,43,1,48,NA,5,1,0,4861.111328125
"1326",2,0,50,1,192,NA,6,1,0,4458.240234375
"1329",2,0,29,1,13,NA,5,1,0,1666.66662597656
"1331",2,1,34,1,36,NA,6,1,0,4430.09326171875
"1334",2,1,29,6,1,NA,7,1,0,4666.66650390625
"1338",4,1,22,3,24,NA,7,1,0,NA
"1339",4,0,62,1,336,NA,7,1,0,23171.296875
"1340",2,0,46,1,120,NA,5,1,0,7583.33349609375
"1346",2,0,25,1,60,NA,7,1,0,5527.2216796875
"1348",2,1,26,1,2,NA,6,1,0,4281.94384765625
"1353",2,1,53,1,240,NA,6,1,0,5143.736328125
"1356",5,0,58,6,36,NA,4,1,0,7372.68505859375
"1357",5,1,42,6,120,NA,4,1,0,4030.80151367188
"1359",2,1,34,1,120,NA,7,1,0,8531.25
"1360",2,0,25,4,60,NA,7,1,0,13111.111328125
"1363",4,0,28,1,36,NA,7,1,0,14583.3330078125
"1364",3,1,50,1,180,NA,7,1,0,8750
"1366",3,0,52,1,240,NA,7,1,0,5600
"1367",4,0,43,1,6,NA,7,1,0,32763.888671875
"1370",5,1,41,1,204,NA,7,1,0,NA
"1375",5,0,28,1,16,NA,4,1,0,4375
"1376",5,0,43,1,12,NA,7,1,0,NA
"1378",3,0,54,1,372,NA,7,1,0,26250
"1380",3,1,25,1,8,NA,7,1,0,17500
"1381",3,0,45,1,4,NA,7,1,0,14583.3330078125
"1383",3,1,34,1,1,NA,6,1,0,NA
"1384",3,1,30,1,6,NA,7,1,0,NA
"1385",3,1,31,1,60,NA,7,1,0,12638.888671875
"1386",3,1,28,1,12,NA,6,1,0,NA
"1387",5,1,22,1,1,NA,6,1,0,3586.12426757812
"1389",2,1,25,6,24,NA,7,1,0,6066.66650390625
"1393",2,0,24,6,12,NA,7,1,0,NA
"1396",2,0,40,4,6,NA,3,1,0,1111.11108398438
"1399",2,1,53,1,120,NA,6,1,0,3950.70751953125
"1400",3,1,31,1,3,NA,6,1,0,6577.763671875
"1401",3,0,54,1,17,NA,6,1,0,3815.97216796875
"1402",3,1,25,1,8,NA,6,1,0,5407.6943359375
"1403",3,0,29,1,8,NA,7,1,0,NA
"1405",3,0,23,1,27,NA,7,1,0,5670.3564453125
"1407",2,1,35,1,12,NA,6,1,0,4748.77099609375
"1408",2,1,58,1,420,NA,5,1,0,4617.11572265625
"1412",2,1,30,2,6,NA,6,1,0,4537.037109375
"1413",3,1,62,1,9,NA,7,1,0,32543.30859375
"1414",3,0,54,1,204,NA,7,1,0,10359.02734375
"1416",3,0,22,1,16,NA,7,1,0,5979.16650390625
"1418",2,0,60,1,96,NA,3,1,0,3111.11108398438
"1421",2,1,28,6,24,NA,7,1,0,6442.77783203125
"1422",2,0,33,6,12,NA,6,1,0,5555.5556640625
"1425",2,1,32,1,84,NA,6,1,0,3889.94384765625
"1429",2,0,26,1,6,NA,6,1,0,2222.22216796875
"1430",2,0,19,1,12,NA,6,1,0,4289.12109375
"1432",2,1,27,1,18,NA,6,1,0,5952.30126953125
"1435",3,0,41,1,84,NA,7,1,0,10000
"1437",3,1,28,1,26,NA,7,1,0,9479.1669921875
"1440",2,0,18,1,6,NA,7,1,0,3586.12426757812
"1441",2,0,38,1,2,NA,7,1,0,3667.14282226562
"1442",3,0,54,6,324,NA,6,1,0,7310.171875
"1446",3,0,40,1,300,NA,7,1,0,7000
"1449",3,0,24,1,2,NA,7,1,0,7484.9833984375
"1451",3,0,48,6,144,NA,6,1,0,4289.12109375
"1458",2,1,42,1,240,NA,5,1,0,3888.88891601562
"1459",2,0,35,1,264,NA,5,1,0,5833.33349609375
"1462",3,1,46,1,60,NA,6,1,0,4291.44287109375
"1466",3,0,21,1,1,NA,7,1,0,3990.27709960938
"1469",3,0,40,1,96,NA,5,1,0,2333.33325195312
"1470",3,1,46,1,1,NA,6,1,0,4861.111328125
"1471",3,0,20,1,1,NA,6,1,0,5347.22216796875
"1472",2,0,46,1,12,NA,6,1,0,3500
"1473",2,1,46,1,12,NA,5,1,0,6723.59716796875
"1477",3,0,38,1,74,NA,7,1,0,8322.22265625
"1478",3,1,39,1,89,NA,7,1,0,5833.33349609375
"1485",3,1,46,1,97,NA,6,1,0,NA
"1488",2,0,40,1,120,NA,5,1,0,1866.66662597656
"1489",2,1,42,1,12,NA,4,1,0,1215.27783203125
"1493",3,1,28,1,18,NA,7,1,0,NA
"1495",2,1,25,1,36,NA,5,1,0,5833.33349609375
"1496",2,0,22,4,36,NA,6,1,0,NA
"1498",1,1,38,1,2,NA,6,1,0,3402.77783203125
"1501",1,1,52,1,24,NA,4,1,0,3333.33325195312
"1503",1,0,48,1,70,NA,6,1,0,3060.5556640625
"1508",1,1,35,1,7,NA,6,1,0,4690.03271484375
"1509",1,1,63,6,240,NA,5,1,0,7777.77783203125
"1512",1,1,32,1,180,NA,6,1,0,5250
"1513",1,1,53,1,180,NA,3,1,0,NA
"1514",1,1,23,1,12,NA,6,1,0,4435.763671875
"1516",3,1,27,4,60,NA,7,1,0,52500
"1517",3,1,32,1,60,NA,7,1,0,NA
"1520",2,1,35,1,24,NA,6,1,0,3404.0927734375
"1521",2,0,38,1,12,NA,6,1,0,2333.33325195312
"1523",2,1,26,1,24,NA,4,1,0,NA
"1526",2,1,22,1,3,NA,6,1,0,5688.99072265625
"1528",2,1,32,1,132,NA,7,1,0,8166.66650390625
"1531",3,1,63,1,360,NA,7,1,0,8641.9755859375
"1534",1,1,33,1,36,NA,6,1,0,3888.88891601562
"1536",2,1,47,1,12,NA,4,1,0,3888.88891601562
"1537",2,0,34,1,108,NA,7,1,0,3939.365234375
"1543",1,1,34,1,12,NA,6,1,0,4220.78515625
"1547",3,1,23,1,22,NA,7,1,0,NA
"1549",1,1,59,1,360,NA,5,1,0,8750
"1552",1,0,25,1,8,NA,7,1,0,4728.6201171875
"1553",1,1,28,1,120,NA,6,1,0,5833.33349609375
"1555",2,1,59,1,36,NA,4,1,0,NA
"1556",2,0,50,1,36,NA,5,1,0,1944.44445800781
"1557",3,0,59,6,204,NA,7,1,0,9479.1669921875
"1560",3,1,30,1,120,NA,7,1,0,10410.8798828125
"1563",2,1,46,1,396,NA,7,1,0,9722.22265625
"1564",2,0,36,1,120,NA,7,1,0,3402.77783203125
"1568",2,1,24,1,12,NA,5,1,0,3809.52392578125
"1570",3,0,37,4,60,NA,7,1,0,31111.111328125
"1572",2,1,32,1,6,NA,7,1,0,6821.0078125
"1573",2,1,24,6,4,NA,7,1,0,8750
"1574",2,1,37,1,24,NA,6,1,0,5261.3427734375
"1576",2,1,34,1,48,NA,7,1,0,9689.8154296875
"1577",3,0,44,4,48,NA,7,1,0,5833.33349609375
"1580",2,0,55,1,276,NA,5,1,0,5540.5390625
"1581",2,1,36,1,1,NA,7,1,0,5734.9833984375
"1583",2,1,56,1,1,NA,7,1,0,8750
"1584",3,0,20,1,8,NA,7,1,0,NA
"1585",3,0,43,1,3,NA,6,1,0,3991.7353515625
"1587",3,1,50,1,300,NA,6,1,0,9727.0830078125
"1592",3,0,52,1,396,NA,7,1,0,11342.59375
"1593",2,0,50,1,160,NA,5,1,0,4958.33349609375
"1594",2,1,56,1,324,NA,4,1,0,6319.4443359375
"1595",2,0,21,1,8,NA,7,1,0,4297.22216796875
"1596",3,0,46,4,84,NA,7,1,0,37333.33203125
"1598",3,1,50,1,48,NA,7,1,0,31111.109375
"1599",3,1,23,1,2,NA,7,1,0,13611.111328125
"1600",2,1,24,1,9,NA,6,1,0,3990.27709960938
"1601",2,1,22,1,27,NA,6,1,0,7108.9228515625
"1604",2,1,43,1,120,NA,6,1,0,2800
"1607",2,1,30,1,180,NA,5,1,0,4666.66650390625
"1608",2,1,51,1,36,NA,6,1,0,5303.0302734375
"1609",2,0,50,1,10,NA,6,1,0,8148.169921875
"1611",2,1,26,1,18,NA,7,1,0,7007.625
"1612",2,1,59,1,120,NA,6,1,0,9722.22265625
"1613",2,0,54,6,120,NA,5,1,0,NA
"1615",2,1,31,1,36,NA,6,1,0,5653.3427734375
"1616",2,0,30,1,24,NA,7,1,0,9483.0556640625
"1619",3,0,51,1,1,NA,7,1,0,NA
"1622",2,0,43,4,96,NA,6,1,0,4666.66650390625
"1623",2,1,41,1,120,NA,5,1,0,6400.462890625
"1626",3,1,49,1,240,NA,7,1,0,21875
"1627",3,1,55,1,300,NA,7,1,0,34027.77734375
"1630",2,0,19,1,1,NA,6,1,0,1333.33337402344
"1632",2,0,54,6,24,NA,3,1,0,6666.66650390625
"1634",2,0,26,1,47,NA,6,1,0,5710.86572265625
"1635",2,1,64,1,48,NA,3,1,0,NA
"1636",2,0,65,1,48,NA,4,1,0,NA
"1638",3,0,25,1,11,NA,7,1,0,12152.7783203125
"1639",3,0,48,4,6,NA,7,1,0,9722.22265625
"1640",2,1,32,1,96,NA,6,1,0,2916.66674804688
"1641",2,1,37,1,1,NA,5,1,0,3990.27709960938
"1642",2,1,69,1,72,NA,3,1,0,5133.33349609375
"1644",2,1,68,6,12,NA,4,1,0,6533.33349609375
"1645",2,1,34,6,18,NA,6,1,0,717.94873046875
"1646",3,1,53,1,12,NA,4,1,0,5000
"1649",2,1,72,6,96,NA,6,1,0,1866.66662597656
"1650",2,1,66,1,130,NA,3,1,0,2041.66662597656
"1655",2,0,33,1,24,NA,7,1,0,5690.74072265625
"1657",2,1,41,1,240,NA,5,1,0,7000
"1658",2,1,26,1,4,NA,6,1,0,4204.166015625
"1659",2,0,53,6,204,NA,5,1,0,4294.0966796875
"1660",3,0,47,1,48,NA,5,1,0,3888.88891601562
"1661",3,1,25,1,6,NA,6,1,0,3888.88891601562
"1662",3,1,51,1,60,NA,6,1,0,4666.66650390625
"1668",2,0,52,1,72,NA,5,1,0,4294.0966796875
"1671",2,1,24,1,16,NA,6,1,0,4030.30297851562
"1673",2,1,50,1,12,NA,4,1,0,NA
"1674",4,0,42,1,48,NA,7,1,0,NA
"1675",4,1,54,1,60,NA,6,1,0,NA
"1677",4,1,22,1,1,NA,7,1,0,4861.111328125
"1680",4,1,45,1,120,NA,7,1,0,23333.333984375
"1681",4,1,44,1,144,NA,7,1,0,14043.2099609375
"1682",4,0,62,1,78,NA,7,1,0,94694.4453125
"1683",4,0,43,1,180,NA,1,1,0,NA
"1686",3,0,41,1,12,NA,7,1,0,4430.09326171875
"1687",3,1,38,1,60,NA,7,1,0,8161.8056640625
"1689",2,0,19,3,2,NA,7,1,0,9722.22265625
"1690",2,0,38,1,30,NA,3,1,0,3520
"1692",2,1,39,1,30,NA,3,1,0,4000
"1694",2,0,38,1,192,NA,6,1,0,4692.23828125
"1697",3,0,53,1,18,NA,4,1,0,4289.12109375
"1698",3,0,42,1,120,NA,7,1,0,4861.111328125
"1701",4,0,52,1,4,NA,7,1,0,NA
"1703",4,1,58,1,144,NA,7,1,0,11666.6669921875
"1704",2,1,26,1,15,NA,5,1,0,3516.29565429688
"1705",3,0,44,1,60,NA,7,1,0,9916.6669921875
"1707",3,1,20,1,0,NA,7,1,0,NA
"1708",3,0,45,1,18,NA,6,1,0,6319.4443359375
"1709",3,1,48,1,5,NA,7,1,0,NA
"1711",2,1,74,1,240,NA,3,1,0,1414.14135742188
"1712",2,0,36,1,84,NA,3,1,0,4801.87548828125
"1713",2,1,20,1,8,NA,6,1,0,3111.11108398438
"1714",2,1,43,1,264,NA,5,1,0,2333.33325195312
"1718",2,1,41,1,12,NA,7,1,0,NA
"1719",2,1,40,1,12,NA,6,1,0,5146.94482421875
"1722",2,0,59,6,28,NA,3,1,0,4314.35107421875
"1723",2,1,57,1,36,NA,4,1,0,5791.00244140625
"1724",2,0,22,1,3,NA,7,1,0,4788.33251953125
"1726",2,0,55,1,13,NA,4,1,0,2916.66674804688
"1728",2,1,51,1,5,NA,6,1,0,NA
"1729",2,1,29,1,22,NA,7,1,0,3456.7900390625
"1730",2,0,38,1,6,NA,1,1,0,3125
"1731",2,1,30,1,4,NA,5,1,0,5265.263671875
"1732",2,1,19,1,1,NA,5,1,0,5265.263671875
"1733",2,1,29,1,2,NA,6,1,0,7209.70849609375
"1735",2,0,36,1,60,NA,7,1,0,13287.2060546875
"1737",2,1,54,1,58,NA,6,1,0,6035.87939453125
"1739",3,1,39,1,24,NA,6,1,0,5833.33349609375
"1741",3,0,37,1,36,NA,7,1,0,6940.93310546875
"1743",3,0,56,1,144,NA,3,1,0,5670.3564453125
"1744",3,1,24,1,26,NA,7,1,0,4345.833984375
"1745",3,0,47,1,24,NA,7,1,0,2916.66674804688
"1746",3,0,26,1,36,NA,7,1,0,4412.98681640625
"1751",3,1,51,1,60,NA,5,1,0,13461.5380859375
"1753",2,1,76,4,24,NA,3,1,0,NA
"1755",2,0,40,1,28,NA,7,1,0,9770.8330078125
"1758",3,0,27,6,48,NA,7,1,0,5284.70849609375
"1759",3,0,28,1,3,NA,7,1,0,8303.4580078125
"1762",2,1,65,1,240,NA,4,1,0,1000
"1763",3,1,24,1,24,NA,7,1,0,4375
"1764",3,1,24,1,18,NA,7,1,0,6616.65576171875
"1765",3,0,23,1,6,NA,7,1,0,4965.27685546875
"1766",3,1,32,1,8,NA,7,1,0,8026.6201171875
"1769",3,0,23,1,24,NA,6,1,0,2828.28271484375
"1770",3,1,29,1,48,NA,6,1,0,3500
"1772",2,0,32,6,96,NA,7,1,0,5833.33349609375
"1778",3,1,21,1,2,NA,7,1,0,3990.27709960938
"1782",3,1,55,1,120,NA,6,1,0,NA
"1783",3,0,40,1,72,NA,7,1,0,11454.5458984375
"1789",3,1,42,6,120,NA,7,1,0,25277.77734375
"1790",2,1,57,1,72,NA,4,1,0,3586.12426757812
"1791",4,0,75,4,240,NA,6,1,0,2333.33325195312
"1795",3,1,46,6,48,NA,7,1,0,6707.205078125
"1797",3,0,55,6,408,NA,7,1,0,36863.42578125
"1798",2,0,50,1,18,NA,7,1,0,14972.22265625
"1800",2,1,35,1,24,NA,7,1,0,NA
"1801",2,0,48,1,6,NA,6,1,0,933.333312988281
"1802",4,0,30,1,48,NA,7,1,0,20279.09765625
"1803",4,1,32,1,10,NA,7,1,0,15991.927734375
"1805",3,1,40,1,24,NA,7,1,0,NA
"1811",2,0,31,1,48,NA,7,1,0,9740.0458984375
"1812",2,1,31,1,132,NA,7,1,0,8281.712890625
"1813",3,1,27,1,3,NA,7,1,0,14745.1103515625
"1814",3,0,25,1,7,NA,7,1,0,12151.650390625
"1820",2,0,60,4,480,NA,4,1,0,NA
"1822",2,0,43,4,2,NA,7,1,0,5833.33349609375
"1824",2,1,30,1,5,NA,6,1,0,5833.33349609375
"1826",3,1,48,6,60,NA,7,1,0,NA
"1827",3,0,46,1,36,NA,7,1,0,9333.3330078125
"1830",2,0,25,1,4,NA,6,1,0,4202.5458984375
"1831",2,1,23,1,12,NA,7,1,0,4303.34912109375
"1832",2,0,57,6,1,NA,6,1,0,3150
"1834",4,1,23,3,2,NA,7,1,0,35000
"1836",4,0,60,1,180,NA,6,1,0,5250
"1837",2,1,61,1,288,NA,7,1,0,15652.7783203125
"1843",2,1,67,1,6,NA,3,1,0,NA
"1847",1,1,26,1,2,NA,5,1,0,3358.5859375
"1849",1,0,24,1,30,NA,6,1,0,25925.92578125
"1852",3,0,23,6,1,NA,6,1,0,NA
"1854",2,0,59,4,36,NA,4,1,0,5395.83349609375
"1856",2,0,41,1,14,NA,6,1,0,4148.14794921875
"1857",2,0,28,1,10,NA,7,1,0,8494.4443359375
"1862",2,0,35,6,38,NA,6,1,0,NA
"1864",2,1,31,1,8,NA,7,1,0,4618.0556640625
"1865",2,0,37,1,48,NA,6,1,0,9535.400390625
"1867",2,0,50,1,24,NA,6,1,0,6562.5
"1869",2,1,44,1,84,NA,6,1,0,5670.3564453125
"1870",2,0,20,1,3,NA,7,1,0,3586.12426757812
"1873",3,0,54,6,120,NA,7,1,0,5833.33349609375
"1874",3,0,40,6,12,NA,7,1,0,7899.3056640625
"1878",2,0,44,1,24,NA,7,1,0,7070.70703125
"1879",2,0,37,6,240,NA,6,1,0,3073.82080078125
"1880",2,0,27,1,120,NA,7,1,0,4294.0966796875
"1881",2,0,31,1,84,NA,7,1,0,NA
"1884",2,1,31,1,24,NA,6,1,0,3586.12426757812
"1885",2,1,38,1,72,NA,6,1,0,2967.82690429688
"1888",2,0,33,1,24,NA,6,1,0,12280.7021484375
"1894",2,0,32,1,58,NA,6,1,0,3707.65209960938
"1895",2,1,27,1,52,NA,5,1,0,3707.65209960938
"1896",2,1,35,1,96,NA,6,1,0,3707.65209960938
"1898",2,0,25,1,72,NA,6,1,0,4289.12109375
"1899",2,1,47,1,8,NA,3,1,0,4489.07861328125
"1900",2,0,45,6,143,NA,3,1,0,3884.96801757812
"1901",2,0,26,1,36,NA,7,1,0,10936.560546875
"1902",2,1,51,1,60,NA,6,1,0,8641.9755859375
"1903",2,0,44,1,60,NA,7,1,0,10855.5419921875
"1905",3,0,44,1,140,NA,6,1,0,5833.33349609375
"1906",1,1,38,1,132,NA,4,1,0,4242.42431640625
"1912",3,0,41,6,72,NA,7,1,0,23333.333984375
"1913",1,1,31,1,107,NA,7,1,0,5833.33349609375
"1916",1,0,26,6,9,NA,7,1,0,3727.90673828125
"1917",1,1,34,1,7,NA,7,1,0,5751.375
"1918",1,0,27,1,24,NA,7,1,0,5123.4814453125
"1920",5,1,57,6,300,NA,5,1,0,NA
"1921",3,1,36,1,24,NA,5,1,0,31111.111328125
"1925",2,1,58,1,24,NA,4,1,0,NA
"1930",2,1,58,6,2,NA,4,1,0,4861.111328125
"1931",2,0,29,1,4,NA,6,1,0,4051.041015625
"1932",4,0,57,6,48,NA,7,1,0,NA
"1934",4,1,27,6,36,NA,7,1,0,NA
"1935",4,1,60,6,48,NA,7,1,0,NA
"1936",2,0,26,3,48,NA,7,1,0,8425.92578125
"1937",4,1,72,1,120,NA,7,1,0,NA
"1938",4,0,63,1,120,NA,7,1,0,NA
"1939",2,0,26,1,4,NA,6,1,0,3586.12426757812
"1941",2,0,55,1,24,NA,6,1,0,4289.12109375
"1942",2,1,52,1,24,NA,6,1,0,4861.111328125
"1944",2,1,58,1,2,NA,4,1,0,NA
"1945",2,1,33,1,24,NA,6,1,0,3333.33325195312
"1947",2,1,25,1,5,NA,6,1,0,3808.33325195312
"1948",2,0,18,1,5,NA,6,1,0,3683.33325195312
"1950",3,1,53,6,156,NA,7,1,0,NA
"1952",3,1,50,1,1,NA,7,1,0,5833.33349609375
"1953",3,0,49,1,60,NA,7,1,0,15798.6103515625
"1954",3,1,21,3,6,NA,7,1,0,NA
"1955",3,1,20,3,6,NA,7,1,0,NA
"1959",2,0,50,1,12,NA,7,1,0,38888.890625
"1962",6,1,84,6,540,NA,7,1,0,50000
